complex_name,protien_count,expected,pValue,fold_enrichment,fdr,protien_list
sarcoplasm,85,6.897531481565668,0.01123256793276213,2.174691052891745,0.07033315613283364,"['P26883', 'Q8BSY0', 'Q80W21', 'Q9QXS1', 'P70302', 'Q8CFX1', 'P36536', 'O35887', 'P14211', 'Q9CXI5', 'P13020', 'O55143', 'P08113', 'Q6P069', 'Q00519']"
mitochondrial crista,17,1.3795062963131335,0.18622711960275995,2.174691052891745,0.5532440706446956,"['P58281', 'P67778', 'P63038']"
myofibril,223,18.095876710460516,4.404104909079693E-5,2.1551870972604292,0.0005896285190774458,"['Q7TPR4', 'P26883', 'Q64727', 'P48036', 'Q62261', 'Q8BTM8', 'P04919', 'Q02257', 'Q9D0F3', 'Q91YR1', 'P47911', 'P47757', 'Q9D0F9', 'P50462', 'Q8CI51', 'P11679', 'P45591', 'P68033', 'P19001', 'Q06138', 'P31001', 'P63260', 'Q9QXS1', 'P14148', 'Q9CPR4', 'P16546', 'Q3THE2', 'O55222', 'P84078', 'P57780', 'P58771', 'Q9D8E6', 'Q02248', 'P0DP26', 'Q9QUM9', 'P05064', 'Q9CQM9', 'Q6P069', 'Q9CZM2']"
ribbon synapse,23,1.866390871482475,0.14041320363456186,2.1431737912556326,0.49180872529489394,"['O55143', 'Q68FD5', 'Q64331', 'P63017']"
I band,144,11.68522980406419,0.0010460614332893257,2.1394530034235917,0.009097158191212725,"['Q7TPR4', 'P26883', 'Q64727', 'P48036', 'Q8BTM8', 'P04919', 'Q02257', 'P47757', 'Q9D0F9', 'P50462', 'Q8CI51', 'P11679', 'P45591', 'P68033', 'P19001', 'Q06138', 'P31001', 'Q9QXS1', 'P16546', 'Q3THE2', 'P57780', 'Q02248', 'P05064', 'Q9CQM9', 'Q6P069']"
triglyceride-rich plasma lipoprotein particle,29,2.353275446651816,0.10777836046956096,2.124698155124119,0.3980561952006471,"['Q9CQF9', 'Q01339', 'Q00623', 'P08226', 'E9Q414']"
very-low-density lipoprotein particle,29,2.353275446651816,0.10777836046956096,2.124698155124119,0.39733507890499375,"['Q9CQF9', 'Q01339', 'Q00623', 'P08226', 'E9Q414']"
cell division site,58,4.706550893303632,0.03467646859180375,2.124698155124119,0.16410840368446655,"['P62331', 'Q9QUI0', 'P21107', 'O55131', 'Q9ERG0', 'Q8VDD5', 'Q61879', 'Q8C650', 'P42208', 'Q80UG5']"
organelle subcompartment,953,77.33350002273038,4.547484319681465E-17,2.120685084107095,1.7796404981830346e-15,"['Q3KNM2', 'O70378', 'Q07076', 'Q9JMH9', 'Q9CR67', 'E9QAT4', 'Q91X78', 'Q6GQT9', 'Q9R233', 'Q8VCM8', 'Q3U3R4', 'O08547', 'Q3U7R1', 'Q9R0P6', 'P70302', 'O35887', 'Q9DCN2', 'O35643', 'Q01405', 'Q8K2C9', 'O88736', 'O35488', 'Q8BU33', 'Q64FW2', 'Q9DC51', 'P61027', 'O88455', 'Q91Y97', 'P47758', 'Q8K1R3', 'Q9D517', 'Q91YQ5', 'Q3B7Z2', 'P50427', 'P17439', 'Q9QZW0', 'P53811', 'Q99P72', 'Q02053', 'Q8VHE0', 'P14211', 'P17047', 'O55143', 'P39054', 'P01901', 'Q9CY27', 'O54734', 'Q3TDN2', 'Q9JM62', 'Q9Z1T1', 'P47740', 'Q99PG0', 'Q9D1Q6', 'P26883', 'Q9WV55', 'Q91WL5', 'Q6R0H7', 'Q8R2E9', 'Q9CPY7', 'Q62186', 'P70168', 'Q91YH5', 'Q9CQB5', 'P40142', 'Q9D0F3', 'Q9QYF1', 'Q3TDQ1', 'Q6ZQI3', 'Q9CRD2', 'Q99LF4', 'Q8BI84', 'P51658', 'Q05421', 'Q6PA06', 'Q9Z2G6', 'P35585', 'P53798', 'Q9QZ85', 'Q01853', 'P20029', 'P61211', 'Q71KT5', 'P59266', 'P56395', 'O70503', 'Q91V01', 'Q8CCJ3', 'Q6P069', 'Q80WJ7', 'P62821', 'Q91VH2', 'P50172', 'Q8BFZ9', 'Q9DBH5', 'Q8BTM8', 'P35576', 'Q8VE47', 'Q91XD4', 'Q9QY76', 'P63001', 'Q80UM7', 'Q8BLN5', 'Q9WTL7', 'Q3UP75', 'Q9DC16', 'O35609', 'Q9DCZ4', 'P61620', 'P22892', 'Q99PL5', 'Q99JX3', 'P27046', 'P46460', 'P35564', 'Q8R180', 'Q9DBG7', 'Q9DBG6', 'P46978', 'P35293', 'Q99KI3', 'Q9Z2A7', 'O54774', 'Q9ESE1', 'P46735', 'P27773', 'Q61335', 'Q60766', 'Q9DBW0', 'O54909', 'P70362', 'P35279', 'O70152', 'Q9EP69', 'P70245', 'Q9D024', 'O35465', 'P60670', 'Q91ZV0', 'Q8CHQ9', 'Q8C7X2', 'Q8C3X8', 'P53994', 'Q64459', 'Q9EQH2', 'Q8BSY0', 'Q9JIZ0', 'Q9WUQ2', 'E9Q5K4', 'Q80W54', 'Q6PD26', 'Q9D2V7', 'O88908', 'Q9Z1Z0', 'P84078', 'P21958', 'Q91V41', 'P08113', 'B9EJ86', 'P24668', 'Q9EPE9', 'P63038', 'O70305', 'Q4LDG0', 'P49429']"
trans-Golgi network transport vesicle,35,2.8401600218211573,0.12439839655330114,2.1125570228091237,0.444904634421736,"['O35643', 'P55258', 'Q68FD5', 'Q91V41', 'P22892', 'P35585']"
heterotrimeric G-protein complex,35,2.8401600218211573,0.12439839655330114,2.1125570228091237,0.4441240999753821,"['P62880', 'Q6R0H7', 'Q9DC51', 'P62874', 'P08752', 'P21278']"
sarcoplasmic reticulum,76,6.167204618811656,0.02310819953710278,2.107924222320507,0.1277858316793591,"['P26883', 'Q8BSY0', 'Q80W21', 'P70302', 'Q8CFX1', 'P36536', 'O35887', 'P14211', 'Q9CXI5', 'O55143', 'P08113', 'Q6P069', 'Q00519']"
perinuclear region of cytoplasm,696,56.47861071964359,2.3290482350733258E-12,2.1069923371647508,7.523195489482886e-11,"['Q8C7E7', 'P07901', 'E9QAT4', 'O08709', 'P10630', 'P42225', 'Q01405', 'Q01768', 'P61027', 'P20152', 'Q91YR1', 'P07356', 'Q91Y97', 'P01872', 'P62754', 'Q91YI0', 'Q99LX0', 'Q3B7Z2', 'Q7M6Y3', 'P22907', 'Q9QXS1', 'Q9R0Q7', 'P15532', 'P62880', 'P14211', 'Q9CXI5', 'P17047', 'O55143', 'P39054', 'O89017', 'Q9D906', 'P24369', 'P48678', 'O88685', 'Q9WV55', 'Q6R0H7', 'Q9EQU5', 'P70441', 'P63073', 'P63101', 'Q9CQB5', 'P21981', 'P42208', 'Q80UG5', 'Q9WUM3', 'P14824', 'O35381', 'Q8R081', 'Q9CYZ2', 'P12367', 'Q3UPL0', 'P31786', 'Q01853', 'Q811D0', 'O88543', 'Q80WJ7', 'Q9EQK5', 'Q63932', 'Q91ZX7', 'Q9D8U8', 'Q8BTM8', 'P56959', 'P97429', 'Q61233', 'Q99JY9', 'P09055', 'Q8CGA0', 'P45376', 'P31938', 'P22892', 'P62835', 'Q9WV80', 'P63005', 'P10605', 'P46061', 'Q8VBV7', 'Q9D8T7', 'Q61768', 'Q8K1M6', 'P11499', 'P21614', 'Q01279', 'P62960', 'P17879', 'P57780', 'Q02248', 'P63017', 'P46735', 'Q61335', 'P26041', 'P26040', 'P99029', 'O08529', 'P68040', 'Q9D662', 'Q61696', 'O09106', 'O35864', 'Q9QYB1', 'P53994', 'Q6PB66', 'Q9DBE8', 'Q9EQH3', 'Q9CQV8', 'P28352', 'P30416', 'Q9Z1Q5', 'Q64331', 'Q8VBT9', 'Q9QXY6', 'Q9Z1Z0', 'Q9CQE8', 'P13020', 'Q9WVK4', 'Q91V41', 'P08113', 'P24668', 'Q921I1', 'O70305']"
intrinsic component of organelle membrane,411,33.351593399099876,9.770128076744883E-8,2.098850245694385,2.071063607934983e-06,"['O70378', 'Q8CAQ8', 'Q9CR67', 'P50172', 'Q9CZW5', 'P97742', 'Q9ER00', 'Q9R233', 'Q3U7R1', 'P70302', 'Q9CQU3', 'Q8K2C9', 'Q9CRB9', 'O35488', 'Q9DC16', 'Q9CQD1', 'P61027', 'Q9DCZ4', 'P61620', 'O88455', 'Q99PL5', 'Q921G7', 'P51150', 'Q9WTQ8', 'Q8JZQ2', 'P35564', 'Q99P72', 'Q5U458', 'Q8R180', 'P14211', 'Q99KI3', 'P17047', 'P01901', 'Q9CY27', 'Q66GT5', 'Q9QYA2', 'P27773', 'Q8BG51', 'Q9Z211', 'O54909', 'Q9EP69', 'Q9D024', 'Q9D023', 'O35465', 'Q8C7X2', 'G5E829', 'Q925N2', 'Q9CRD2', 'P53994', 'Q8BSY0', 'Q9WUQ2', 'P51175', 'Q05421', 'Q80W54', 'Q6PD26', 'Q9QXY9', 'Q99JR1', 'Q8JZN7', 'P20029', 'Q8VEM8', 'Q9CQ92', 'P63030', 'Q71KT5', 'P21958', 'P59266', 'Q91V41', 'Q8BI08', 'Q78IK4', 'Q9EPE9', 'Q4LDG0']"
contractile fiber,236,19.15079328999409,7.039052911441238E-5,2.0886863219864216,0.0008842267083199333,"['Q7TPR4', 'P26883', 'Q64727', 'P48036', 'Q62261', 'Q8BTM8', 'P04919', 'Q02257', 'Q9D0F3', 'Q91YR1', 'P47911', 'P47757', 'Q9D0F9', 'P50462', 'Q8CI51', 'P11679', 'P45591', 'P68033', 'P19001', 'Q06138', 'P31001', 'P63260', 'Q9QXS1', 'P14148', 'Q9CPR4', 'P16546', 'Q3THE2', 'P31786', 'O55222', 'P84078', 'P57780', 'P58771', 'Q9D8E6', 'Q02248', 'P0DP26', 'Q9QUM9', 'P05064', 'Q9CQM9', 'Q6P069', 'Q9CZM2']"
U2-type spliceosomal complex,95,7.70900577351457,0.010376146769341196,2.0754946189001915,0.06517116875188066,"['P27048', 'Q99NB9', 'Q9D554', 'O35286', 'P57784', 'Q9D0T1', 'O08810', 'Q91VC3', 'Q99PV0', 'Q6P4T2', 'P62320', 'Q99KP6', 'O35900', 'Q921M3', 'P62315', 'P26369']"
membrane protein complex,1225,99.40560076374051,2.361679120899873E-20,2.0723178414222834,1.335004725286456e-18,"['O70378', 'Q8CAQ8', 'Q9CR68', 'Q9CZW5', 'Q9ER00', 'Q9CR61', 'O70492', 'P17427', 'O08547', 'P17426', 'Q99L88', 'Q99LY9', 'O35129', 'Q9DC51', 'P48962', 'P56480', 'P01872', 'P47758', 'Q60598', 'Q62417', 'P30999', 'Q9WTQ8', 'P12787', 'Q7M6Y3', 'Q8VDN2', 'Q5U458', 'Q9CQC7', 'Q8VHE0', 'Q9QXK3', 'Q9CQC9', 'Q3TDN2', 'Q9Z1T1', 'P43024', 'O88441', 'Q3UIU2', 'Q5XJY5', 'Q9DB20', 'Q78IK2', 'P56135', 'Q6R0H7', 'P03921', 'Q9CPQ8', 'P70441', 'Q62186', 'Q91WD5', 'Q9D3D9', 'P62814', 'Q3TDQ1', 'Q9D6J6', 'Q9DCT2', 'Q9CRD2', 'Q9D6J5', 'Q91VR2', 'Q99JB2', 'Q9CPP6', 'P97450', 'P11679', 'Q9Z2G6', 'Q9QZQ1', 'Q9DB05', 'Q9CQA3', 'Q9DCS9', 'Q811D0', 'Q78IK4', 'O89079', 'P56391', 'Q810B6', 'Q9D8U8', 'Q8BTM8', 'Q9DCJ5', 'Q7TMF3', 'Q8CIE6', 'Q3UP75', 'P09055', 'Q9DCZ4', 'Q9CQH3', 'Q8R1I1', 'Q9DB77', 'Q8JZQ2', 'Q9DBG3', 'P19783', 'Q9DBG7', 'P36536', 'Q9DBG6', 'Q9CQ75', 'P19536', 'Q99KI3', 'O54774', 'P14094', 'P48758', 'Q9CQ69', 'Q62425', 'Q9ERS2', 'Q68FD5', 'Q9CQW1', 'Q9D8B4', 'Q9DCX2', 'P06684', 'Q9D1D4', 'Q60930', 'Q60931', 'Q60932', 'Q9Z1Q5', 'P28230', 'Q8R2Y0', 'Q9CQ54', 'Q9DC69', 'Q91VD9', 'P21958', 'P0DP26', 'Q921I1', 'P40336', 'P08752', 'P21278', 'Q9QZE5', 'P12815', 'Q9R233', 'P51863', 'Q9R0P6', 'Q3U2P1', 'Q9D880', 'O35643', 'Q01405', 'Q99KN9', 'Q99LP6', 'Q8BGH2', 'P07356', 'P62874', 'Q91YQ5', 'P58389', 'Q03265', 'Q9CXZ1', 'P62880', 'P67778', 'P14211', 'P17047', 'O55143', 'P01901', 'O54734', 'O55029', 'P51881', 'P03888', 'P29351', 'Q9JIF7', 'Q8C0E2', 'Q8K2B3', 'Q6ZQI3', 'Q9CQJ8', 'Q8JZS0', 'Q9D855', 'Q9WUM4', 'Q9CQZ5', 'P35585', 'P52503', 'Q3UPL0', 'Q01853', 'Q9QZ88', 'O70503', 'O89110', 'P00397', 'Q06185', 'Q9D0M3', 'Q91ZX7', 'Q8K3J1', 'Q9CQQ7', 'Q80WQ2', 'Q9CRB9', 'Q02257', 'Q9CZB0', 'P61620', 'P22892', 'Q9CZ13', 'Q9WV80', 'P26231', 'P51150', 'O08917', 'Q99KR7', 'P46978', 'Q9CWK8', 'Q8VCG4', 'Q02248', 'P31809', 'Q99LC3', 'Q9QYA2', 'P27773', 'Q9D1M0', 'P70362', 'P50516', 'Q9EP69', 'Q9D662', 'P84091', 'P60670', 'P00405', 'Q8C7X2', 'P97370', 'Q9QYB1', 'Q91YT0', 'Q9CWZ7', 'Q9EQH3', 'P19001', 'Q6PD26', 'Q61187', 'P63158', 'P63038', 'Q9JIY5', 'P47802']"
integral component of organelle membrane,381,30.91717052325317,6.297816400050494E-7,2.0700471264621334,1.2442773178740538e-05,"['O70378', 'Q8CAQ8', 'Q9CR67', 'P50172', 'Q9CZW5', 'P97742', 'Q9ER00', 'Q9R233', 'Q3U7R1', 'P70302', 'Q9CQU3', 'Q8K2C9', 'Q9CRB9', 'O35488', 'Q9DC16', 'Q9DCZ4', 'P61620', 'O88455', 'Q99PL5', 'Q921G7', 'Q9WTQ8', 'Q8JZQ2', 'P35564', 'Q99P72', 'Q5U458', 'Q8R180', 'P14211', 'Q99KI3', 'P17047', 'P01901', 'Q9CY27', 'Q66GT5', 'Q9QYA2', 'P27773', 'Q8BG51', 'Q9Z211', 'O54909', 'Q9EP69', 'Q9D024', 'Q9D023', 'O35465', 'Q8C7X2', 'G5E829', 'Q925N2', 'Q9CRD2', 'Q8BSY0', 'Q9WUQ2', 'P51175', 'Q80W54', 'Q6PD26', 'Q9QXY9', 'Q99JR1', 'Q8JZN7', 'P20029', 'Q8VEM8', 'Q9CQ92', 'P63030', 'Q71KT5', 'P21958', 'P59266', 'Q8BI08', 'Q78IK4', 'Q9EPE9', 'Q4LDG0']"
postsynaptic endosome membrane,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9350162304977555,['Q9WV80']
BRISC complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9339965835724581,['Q9CZN7']
subapical complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9329791581001569,['P48758']
bleb,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9319639468291012,['P58771']
phospholipid-translocating ATPase complex,12,0.9737691503386825,0.2834820988793821,2.0538748832866482,0.7095769633696709,"['Q9QZW0', 'Q8VEK0']"
tRNA methyltransferase complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9309509425390696,['O08756']
Hrd1p ubiquitin ligase ERAD-L complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9299401380411987,['Q9Z2G6']
mitochondrial intermembrane space protein transporter complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9289315261778135,['P62075']
desmosome,24,1.947538300677365,0.1546837565415695,2.0538748832866482,0.480582358110067,"['O55111', 'Q02257', 'E9Q557', 'Q02053']"
HFE-transferrin receptor complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9279250998222579,['Q921I1']
NatA complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9269208518787273,['Q80UM3']
transforming growth factor beta ligand-receptor complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9259187752821016,['P31809']
photoreceptor ribbon synapse,12,0.9737691503386825,0.2834820988793821,2.0538748832866482,0.7087052471984552,"['Q68FD5', 'P63017']"
lipopolysaccharide receptor complex,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9249188629977797,['P63038']
proximal dendrite,12,0.9737691503386825,0.2834820988793821,2.0538748832866482,0.7078356702080276,"['Q60676', 'Q7TMK9']"
myelin sheath adaxonal region,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9239211080215146,['P07356']
nuclear stress granule,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.9229255033792501,['O70133']
external side of apical plasma membrane,6,0.48688457516934125,0.4208721705827735,2.0538748832866482,0.921932042126958,['Q7TMS5']
cytoplasmic ribonucleoprotein granule,234,18.98849843160431,1.0773974176812742E-4,2.053874883286648,0.0012747114796403448,"['P09405', 'Q91VR5', 'P99024', 'Q60865', 'O70133', 'P46471', 'Q9R1P0', 'Q8VEK3', 'P70168', 'P63073', 'Q62167', 'P63001', 'Q9DAR7', 'Q9WVB0', 'P60335', 'P28659', 'P47911', 'P49935', 'O35900', 'P62754', 'P60710', 'P61979', 'P70372', 'P14869', 'P29341', 'Q04750', 'P97855', 'Q9D154', 'Q01853', 'P62960', 'Q3U0V1', 'O88569', 'Q9QUM9', 'P62702', 'P49722', 'O88685', 'Q6ZWX6', 'O70305', 'P60766']"
sperm head,36,2.9213074510160477,0.12940812651090164,2.053874883286648,0.4579922390429302,"['Q9CVB6', 'Q99LX0', 'P05064', 'P11499', 'P47757', 'Q99JY9']"
cytoplasmic side of plasma membrane,181,14.687684684275128,8.458389765497611E-4,2.0425275082408656,0.007616293439286566,"['Q63932', 'Q91VH2', 'Q9D8U8', 'P26041', 'P26040', 'Q6R0H7', 'Q61879', 'P17427', 'Q8CIB5', 'Q3U7R1', 'P17426', 'P04919', 'P84091', 'P63001', 'Q8VDD5', 'Q02257', 'Q9DC51', 'G5E829', 'Q8BUV3', 'P62874', 'Q9D358', 'Q9DBG3', 'Q8VBT9', 'P62880', 'Q9QUI0', 'O55143', 'Q811D0', 'Q9JIY5', 'P08752', 'P21278']"
fibrillar center,147,11.92867209164886,0.0030616146853499285,2.011959069342023,0.02316128581668069,"['P09405', 'Q9Z0M5', 'Q63836', 'Q61206', 'P26040', 'Q5SWU9', 'Q9JMH6', 'Q99K48', 'Q9CQT1', 'Q04750', 'Q9D6Z1', 'P57776', 'Q9ESX5', 'Q9Z1Z0', 'P17563', 'Q9R0A0', 'P35550', 'P61089', 'O35972', 'Q6DFW4', 'P62075', 'Q8QZY1', 'Q80WJ7', 'O35857']"
ribonucleoprotein granule,252,20.449152157112334,1.1865260319978805E-4,2.0049731003512514,0.0013719207244975494,"['P09405', 'Q91VR5', 'P99024', 'Q60865', 'O70133', 'P46471', 'Q9R1P0', 'Q8VEK3', 'P70168', 'P63073', 'Q62167', 'P63001', 'Q9DAR7', 'Q9WVB0', 'P60335', 'P28659', 'P47911', 'P49935', 'O35900', 'P62754', 'P60710', 'P61979', 'P70372', 'P14869', 'P29341', 'Q04750', 'P97855', 'Q8R081', 'Q9D154', 'Q01853', 'P62960', 'Q3U0V1', 'O88569', 'Q9QUM9', 'P62702', 'P49722', 'O88685', 'Q6ZWX6', 'O70305', 'Q8BG05', 'P60766']"
GTPase complex,37,3.0024548802109376,0.13505180186472138,1.998364751305928,0.4738455461977724,"['P62880', 'Q6R0H7', 'Q9DC51', 'P62874', 'P08752', 'P21278']"
catalytic complex,1542,125.1293358185207,1.2260923362712312E-22,1.9979327658430428,7.338523247976339e-21,"['Q9CR68', 'O70133', 'Q9R078', 'Q9CR61', 'P50136', 'Q99LY9', 'Q9D4H8', 'Q9JLV5', 'O88456', 'Q9DC51', 'Q9Z2U1', 'Q91VT4', 'Q9Z2U0', 'Q60597', 'Q921G7', 'Q61206', 'Q06138', 'Q91VC3', 'Q9CQC7', 'P63330', 'O88569', 'O88685', 'Q6ZQ38', 'Q3UIU2', 'Q91W43', 'Q61656', 'Q6R0H7', 'P03921', 'Q7TPV4', 'Q8VDM4', 'Q91WD5', 'Q5SSW2', 'Q3TDQ1', 'P62137', 'Q9D6J6', 'Q9DCT2', 'Q9D6J5', 'Q9CPP6', 'P61979', 'Q9Z2G6', 'Q64012', 'Q60692', 'Q76MZ3', 'Q9CQA3', 'O08583', 'P62141', 'Q9DCS9', 'E9Q735', 'Q9Z2X1', 'Q8BL66', 'Q9CW42', 'Q9CXW3', 'Q8C0C7', 'P46471', 'Q3U1J4', 'Q8BG32', 'O08749', 'Q9DCJ5', 'Q7TMF3', 'Q99MN9', 'Q9JHR7', 'Q9CQH3', 'Q8R1I1', 'Q9DB77', 'Q99KJ8', 'P62315', 'Q9QXF8', 'Q9Z204', 'P27048', 'Q9CX56', 'P29341', 'Q8JZQ2', 'Q6PDM2', 'Q9WTM5', 'Q9JLI6', 'Q8BJY1', 'Q9CQX2', 'O08756', 'Q9WV02', 'P06909', 'Q9CQX8', 'Q9DBG6', 'Q9CQ75', 'P62320', 'O09172', 'P49722', 'Q9D2G2', 'Q9CZY3', 'Q9CQ69', 'O70435', 'Q62425', 'Q8BKZ9', 'P99026', 'O35593', 'O08529', 'Q9ERS2', 'P57784', 'Q9WUP7', 'Q9CQ62', 'P70404', 'Q6PDI5', 'O35226', 'Q91X91', 'Q9D8B4', 'P62334', 'P61922', 'O35900', 'O09061', 'P60710', 'P70195', 'P54728', 'Q9CQ54', 'Q9DC69', 'Q91VD9', 'Q9WUA2', 'P0DP26', 'Q91X83', 'P83940', 'Q8BG05', 'P08752', 'Q9DCW4', 'P21278', 'P12815', 'P70266', 'Q61151', 'Q9D883', 'Q9R0P6', 'F6ZDS4', 'Q9DCN2', 'P12382', 'P63168', 'Q99MR8', 'P62196', 'Q8BU33', 'P62874', 'Q8K1R3', 'Q91YQ5', 'P58389', 'P19221', 'P35486', 'P14685', 'Q9CXZ1', 'P62880', 'P06151', 'Q9WTI7', 'O54734', 'Q9QUM9', 'Q9JHU4', 'Q8CDN6', 'Q9D8W5', 'Q99NB9', 'P03888', 'Q64521', 'Q8K2B3', 'Q9JIF0', 'Q91ZA3', 'O55234', 'P26516', 'Q6ZQI3', 'Q9CQJ8', 'Q9D6R2', 'Q3ULD5', 'Q9D855', 'P53395', 'Q9CPX6', 'Q9CQZ5', 'Q9WUM5', 'Q91WK5', 'Q9D051', 'P52503', 'P12367', 'Q99PV0', 'Q9ESX5', 'Q01853', 'Q99JI4', 'P60122', 'O54950', 'Q60737', 'Q9D0E1', 'O70503', 'Q921M3', 'O89110', 'P00397', 'P54775', 'Q9D0M3', 'P13707', 'Q9D0M1', 'P50171', 'Q8K3J1', 'Q9D0M5', 'Q8BFZ3', 'Q80WQ2', 'P70349', 'Q6P4T2', 'Q80UM3', 'Q9CZB0', 'P52480', 'Q9CZ13', 'Q9CRB2', 'P63005', 'Q8R1Q8', 'P46061', 'Q9D554', 'Q9Z2I8', 'Q8BMF4', 'Q9JIK5', 'P46978', 'Q9Z2I9', 'P09103', 'O88487', 'P31809', 'Q99LC5', 'P01027', 'Q99LC3', 'Q9R1P0', 'Q7TSH2', 'Q9R1P1', 'P28063', 'Q9R1P4', 'O70152', 'Q8VEK3', 'Q9R1P3', 'Q9WVJ2', 'Q3ULJ0', 'O09106', 'P84089', 'P68037', 'P61089', 'Q99KP6', 'Q99LB6', 'Q91Z53', 'P97371', 'Q91YT0', 'P97494', 'Q3TXS7', 'P49312', 'P24270', 'Q9JMA1', 'Q6P3A8', 'P62192', 'Q6PD26', 'Q64331', 'Q7TMK9', 'O08810', 'Q9D2M8', 'P17182', 'P62869', 'O35737', 'Q9JIY5', 'Q9D7G0']"
adherens junction,142,11.52293494567441,0.0041809742624209206,1.9960192527715312,0.030278585850628377,"['P26231', 'Q8CI51', 'Q64727', 'Q8JZS0', 'Q9JLF6', 'Q62417', 'P26041', 'P26040', 'P30999', 'O08917', 'P26043', 'P39447', 'Q8CIB5', 'Q9QZQ1', 'Q8VDD5', 'P09055', 'Q02257', 'Q02248', 'Q811D0', 'P31809', 'P62137', 'P26039', 'P60710']"
glycoprotein complex,25,2.0286857298722554,0.2733970441323669,1.971719887955182,0.6885680505066418,"['P11679', 'Q8BTM8', 'P19001', 'Q99L88']"
bounding membrane of organelle,1232,99.97363276810474,2.930385700315801E-17,1.9705195714649497,1.1692813529691479e-15,"['Q3KNM2', 'E9QAT4', 'Q9CZW5', 'Q9ER00', 'O70492', 'P17427', 'O08547', 'P17426', 'P70302', 'Q9CQU3', 'Q9R0H0', 'O35129', 'O35488', 'P16460', 'Q9DC51', 'Q9CQD1', 'P61027', 'Q9ESB3', 'P48962', 'O88455', 'Q91Y97', 'P47758', 'Q91VS7', 'Q91YI0', 'Q3B7Z2', 'P17439', 'Q5U458', 'Q99MZ7', 'Q8VHE0', 'O35114', 'P32020', 'Q9QXK3', 'Q9CQC9', 'O88441', 'Q9WVE8', 'Q5XJY5', 'Q9WV55', 'Q62186', 'Q9CQB5', 'P62814', 'P14824', 'Q64133', 'Q9WV68', 'P46638', 'Q8BWM0', 'Q811D0', 'Q91WS0', 'Q8BI08', 'E9Q3L2', 'O89079', 'Q810B6', 'P60766', 'P62821', 'Q9CW42', 'Q9D8U8', 'Q8JZR0', 'Q99JY0', 'Q9DBH5', 'O70570', 'Q99JY9', 'Q8CIE6', 'Q8BMP6', 'Q9DCZ4', 'P41216', 'Q99JX3', 'Q64516', 'P27046', 'Q8K1M6', 'P70296', 'Q9DBG3', 'P11499', 'Q9CQX2', 'Q9DBG7', 'P36536', 'Q9DBG6', 'O54774', 'Q61335', 'P26041', 'Q9Z211', 'Q68FD5', 'Q9CQW2', 'P62331', 'Q8CHQ9', 'Q9D1D4', 'P53994', 'P55258', 'Q60930', 'Q8BRF7', 'Q60931', 'Q60932', 'Q8R2Y0', 'Q9QXY6', 'Q9QXY9', 'Q61586', 'Q8JZN7', 'P21958', 'P0DP26', 'Q91V41', 'Q921I1', 'P40336', 'Q9QZE5', 'Q61830', 'Q07076', 'P12815', 'P97742', 'Q91WN4', 'P18242', 'Q9R233', 'P51863', 'Q9QY30', 'Q3U2P1', 'Q9DCN2', 'O35643', 'Q01405', 'Q99KN9', 'Q8BW75', 'Q64FW2', 'Q8BGH2', 'P07356', 'P62874', 'Q791T5', 'Q9QXS1', 'P53811', 'P15532', 'Q02053', 'P67778', 'P17047', 'O55022', 'P39054', 'Q9R0A0', 'P01901', 'O55029', 'Q922Q1', 'P26883', 'Q8BG51', 'Q924D0', 'Q9JIF7', 'Q62465', 'P58281', 'Q9D0F3', 'P42208', 'Q8BX70', 'Q8JZS0', 'Q05421', 'Q9WUM4', 'P35585', 'Q3UPL0', 'Q9CQ92', 'Q8K441', 'Q6P069', 'Q80WQ2', 'Q91XD4', 'P63001', 'Q9DC16', 'O35609', 'P21440', 'P61620', 'P22892', 'Q9WV80', 'P06745', 'P51150', 'Q01279', 'Q9CWK8', 'P31809', 'P63017', 'P46735', 'Q9QYA2', 'Q7TPR4', 'Q9D1M0', 'Q60766', 'P35279', 'P50516', 'Q9EP69', 'Q61176', 'Q9D662', 'P84091', 'Q8VEK0', 'P42925', 'Q9QUJ7', 'P55096', 'G5E829', 'Q99LB2', 'Q9JIZ0', 'Q9EQH3', 'P24270', 'Q791V5', 'Q8VCF0', 'Q61187', 'Q9D5T0', 'Q9Z1Z0', 'Q9Z0X1', 'Q9WVK4', 'P84078', 'Q3UJU9', 'P17182', 'P49429', 'P47802']"
Cajal body,38,3.083602309405828,0.14130448083564778,1.9457762052189298,0.49408010051639734,"['Q61545', 'P35550', 'Q6DFW4', 'O88569', 'O08810', 'Q9ESX5']"
